model,idx,source,true_label,ood_score,pred_label,correct
AA-only (before retrain),20,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),21,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),22,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),23,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),24,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),25,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),26,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),27,AAM_mineral_rich,OOD,0.67867,ID,0
AA-only (before retrain),28,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),29,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),30,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),31,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),32,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),33,AAM_mineral_rich,OOD,0.969474,OOD,1
AA-only (before retrain),34,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),35,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),36,AAM_mineral_rich,OOD,0.928632,OOD,1
AA-only (before retrain),37,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),38,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),39,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),40,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),41,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),42,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),43,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),44,AAM_mineral_rich,OOD,0.968962,OOD,1
AA-only (before retrain),45,AAM_mineral_rich,OOD,0.999689,OOD,1
AA-only (before retrain),46,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),47,AAM_mineral_rich,OOD,0.955623,OOD,1
AA-only (before retrain),48,AAM_mineral_rich,OOD,0.976188,OOD,1
AA-only (before retrain),49,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),50,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),51,AAM_mineral_rich,OOD,0.831692,OOD,1
AA-only (before retrain),52,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),53,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),54,AAM_mineral_rich,OOD,0.948485,OOD,1
AA-only (before retrain),55,AAM_mineral_rich,OOD,0.995365,OOD,1
AA-only (before retrain),56,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),57,AAM_mineral_rich,OOD,0.971295,OOD,1
AA-only (before retrain),58,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),59,AAM_mineral_rich,OOD,0.947963,OOD,1
AA-only (before retrain),60,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),61,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),62,AAM_mineral_rich,OOD,0.884759,OOD,1
AA-only (before retrain),63,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),64,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),65,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),66,AAM_mineral_rich,OOD,0.907255,OOD,1
AA-only (before retrain),67,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),68,AAM_mineral_rich,OOD,0.905009,OOD,1
AA-only (before retrain),69,AAM_mineral_rich,OOD,0.966651,OOD,1
AA-only (before retrain),70,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),71,AAM_mineral_rich,OOD,0.938008,OOD,1
AA-only (before retrain),72,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),73,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),74,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),75,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),76,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),77,AAM_mineral_rich,OOD,0.993259,OOD,1
AA-only (before retrain),78,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),79,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),80,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),81,AAM_mineral_rich,OOD,0.917882,OOD,1
AA-only (before retrain),82,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),83,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),84,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),85,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),86,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),87,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),88,AAM_mineral_rich,OOD,0.979717,OOD,1
AA-only (before retrain),89,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),90,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),91,AAM_mineral_rich,OOD,0.911425,OOD,1
AA-only (before retrain),92,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),93,AAM_mineral_rich,OOD,0.87563,OOD,1
AA-only (before retrain),94,AAM_mineral_rich,OOD,0.949818,OOD,1
AA-only (before retrain),95,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),96,AAM_mineral_rich,OOD,0.863529,OOD,1
AA-only (before retrain),97,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),98,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),99,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),100,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),101,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),102,AAM_mineral_rich,OOD,0.889419,OOD,1
AA-only (before retrain),103,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),104,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),105,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),106,AAM_mineral_rich,OOD,0.928363,OOD,1
AA-only (before retrain),107,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),108,AAM_mineral_rich,OOD,0.926914,OOD,1
AA-only (before retrain),109,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),110,AAM_mineral_rich,OOD,0.910152,OOD,1
AA-only (before retrain),111,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),112,AAM_mineral_rich,OOD,0.94645,OOD,1
AA-only (before retrain),113,AAM_mineral_rich,OOD,0.99791,OOD,1
AA-only (before retrain),114,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),115,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),116,AAM_mineral_rich,OOD,0.917832,OOD,1
AA-only (before retrain),117,AAM_mineral_rich,OOD,0.979203,OOD,1
AA-only (before retrain),118,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),119,AAM_mineral_rich,OOD,0.981993,OOD,1
AA-only (before retrain),120,AAM_mineral_rich,OOD,0.925491,OOD,1
AA-only (before retrain),121,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),122,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),123,AAM_mineral_rich,OOD,0.90369,OOD,1
AA-only (before retrain),124,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),125,AAM_mineral_rich,OOD,0.954594,OOD,1
AA-only (before retrain),126,AAM_mineral_rich,OOD,0.909737,OOD,1
AA-only (before retrain),127,AAM_mineral_rich,OOD,0.958877,OOD,1
AA-only (before retrain),128,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),129,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),130,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),131,AAM_mineral_rich,OOD,0.996003,OOD,1
AA-only (before retrain),132,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),133,AAM_mineral_rich,OOD,0.852675,OOD,1
AA-only (before retrain),134,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),135,AAM_mineral_rich,OOD,0.980616,OOD,1
AA-only (before retrain),136,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),137,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),138,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),139,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),140,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),141,AAM_mineral_rich,OOD,0.959476,OOD,1
AA-only (before retrain),142,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),143,AAM_mineral_rich,OOD,0.857785,OOD,1
AA-only (before retrain),144,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),145,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),146,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),147,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),148,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),149,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),150,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),151,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),152,AAM_mineral_rich,OOD,0.997618,OOD,1
AA-only (before retrain),153,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),154,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),155,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),156,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),157,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),158,AAM_mineral_rich,OOD,0.999917,OOD,1
AA-only (before retrain),159,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),160,AAM_mineral_rich,OOD,0.97441,OOD,1
AA-only (before retrain),161,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),162,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),163,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),164,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),165,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),166,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),167,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),168,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),169,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),170,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),171,AAM_mineral_rich,OOD,0.910627,OOD,1
AA-only (before retrain),172,AAM_mineral_rich,OOD,0.890423,OOD,1
AA-only (before retrain),173,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),174,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),175,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),176,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),177,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),178,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),179,AAM_mineral_rich,OOD,0.923456,OOD,1
AA-only (before retrain),180,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),181,AAM_mineral_rich,OOD,0.993864,OOD,1
AA-only (before retrain),182,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),183,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),184,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),185,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),186,AAM_mineral_rich,OOD,0.946548,OOD,1
AA-only (before retrain),187,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),188,AAM_mineral_rich,OOD,0.935423,OOD,1
AA-only (before retrain),189,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),190,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),191,AAM_mineral_rich,OOD,0.897165,OOD,1
AA-only (before retrain),192,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),193,AAM_mineral_rich,OOD,0.910383,OOD,1
AA-only (before retrain),194,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),195,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),196,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),197,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),198,AAM_mineral_rich,OOD,0.991553,OOD,1
AA-only (before retrain),199,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),200,AAM_mineral_rich,OOD,0.928419,OOD,1
AA-only (before retrain),201,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),202,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),203,AAM_mineral_rich,OOD,0.948634,OOD,1
AA-only (before retrain),204,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),205,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),206,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),207,AAM_mineral_rich,OOD,0.961999,OOD,1
AA-only (before retrain),208,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),209,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),210,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),211,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),212,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),213,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),214,AAM_mineral_rich,OOD,0.972957,OOD,1
AA-only (before retrain),215,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),216,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),217,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),218,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),219,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),220,AAM_mineral_rich,OOD,0.919002,OOD,1
AA-only (before retrain),221,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),222,AAM_mineral_rich,OOD,0.96637,OOD,1
AA-only (before retrain),223,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),224,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),225,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),226,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),227,AAM_mineral_rich,OOD,0.811463,OOD,1
AA-only (before retrain),228,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),229,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),230,AAM_mineral_rich,OOD,0.905823,OOD,1
AA-only (before retrain),231,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),232,AAM_mineral_rich,OOD,0.982265,OOD,1
AA-only (before retrain),233,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),234,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),235,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),236,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),237,AAM_mineral_rich,OOD,0.978406,OOD,1
AA-only (before retrain),238,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),239,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),240,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),241,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),242,AAM_mineral_rich,OOD,0.997785,OOD,1
AA-only (before retrain),243,AAM_mineral_rich,OOD,0.923511,OOD,1
AA-only (before retrain),244,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),245,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),246,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),247,AAM_mineral_rich,OOD,0.978016,OOD,1
AA-only (before retrain),248,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),249,AAM_mineral_rich,OOD,0.968672,OOD,1
AA-only (before retrain),250,AAM_mineral_rich,OOD,0.9039,OOD,1
AA-only (before retrain),251,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),252,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),253,AAM_mineral_rich,OOD,0.956315,OOD,1
AA-only (before retrain),254,AAM_mineral_rich,OOD,0.896384,OOD,1
AA-only (before retrain),255,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),256,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),257,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),258,AAM_mineral_rich,OOD,0.98586,OOD,1
AA-only (before retrain),259,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),260,AAM_mineral_rich,OOD,0.959268,OOD,1
AA-only (before retrain),261,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),262,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),263,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),264,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),265,AAM_mineral_rich,OOD,0.985857,OOD,1
AA-only (before retrain),266,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),267,AAM_mineral_rich,OOD,0.844742,OOD,1
AA-only (before retrain),268,AAM_mineral_rich,OOD,0.839947,OOD,1
AA-only (before retrain),269,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),270,AAM_mineral_rich,OOD,0.920762,OOD,1
AA-only (before retrain),271,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),272,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),273,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),274,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),275,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),276,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),277,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),278,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),279,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),280,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),281,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),282,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),283,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),284,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),285,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),286,AAM_mineral_rich,OOD,0.89508,OOD,1
AA-only (before retrain),287,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),288,AAM_mineral_rich,OOD,0.967003,OOD,1
AA-only (before retrain),289,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),290,AAM_mineral_rich,OOD,0.932681,OOD,1
AA-only (before retrain),291,AAM_mineral_rich,OOD,0.986028,OOD,1
AA-only (before retrain),292,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),293,AAM_mineral_rich,OOD,0.977977,OOD,1
AA-only (before retrain),294,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),295,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),296,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),297,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),298,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),299,AAM_mineral_rich,OOD,0.864567,OOD,1
AA-only (before retrain),300,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),301,AAM_mineral_rich,OOD,0.979896,OOD,1
AA-only (before retrain),302,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),303,AAM_mineral_rich,OOD,0.959381,OOD,1
AA-only (before retrain),304,AAM_mineral_rich,OOD,0.920325,OOD,1
AA-only (before retrain),305,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),306,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),307,AAM_mineral_rich,OOD,0.98521,OOD,1
AA-only (before retrain),308,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),309,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),310,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),311,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),312,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),313,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),314,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),315,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),316,AAM_mineral_rich,OOD,0.99517,OOD,1
AA-only (before retrain),317,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),318,AAM_mineral_rich,OOD,0.925707,OOD,1
AA-only (before retrain),319,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),320,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),321,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),322,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),323,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),324,AAM_mineral_rich,OOD,0.970051,OOD,1
AA-only (before retrain),325,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),326,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),327,AAM_mineral_rich,OOD,0.670402,ID,0
AA-only (before retrain),328,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),329,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),330,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),331,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),332,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),333,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),334,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),335,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),336,AAM_mineral_rich,OOD,0.931127,OOD,1
AA-only (before retrain),337,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),338,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),339,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),340,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),341,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),342,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),343,AAM_mineral_rich,OOD,0.99374,OOD,1
AA-only (before retrain),344,AAM_mineral_rich,OOD,0.981602,OOD,1
AA-only (before retrain),345,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),346,AAM_mineral_rich,OOD,0.969188,OOD,1
AA-only (before retrain),347,AAM_mineral_rich,OOD,0.950895,OOD,1
AA-only (before retrain),348,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),349,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),350,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),351,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),352,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),353,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),354,AAM_mineral_rich,OOD,0.943985,OOD,1
AA-only (before retrain),355,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),356,AAM_mineral_rich,OOD,0.860516,OOD,1
AA-only (before retrain),357,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),358,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),359,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),360,AAM_mineral_rich,OOD,0.999853,OOD,1
AA-only (before retrain),361,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),362,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),363,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),364,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),365,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),366,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),367,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),368,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),369,AAM_mineral_rich,OOD,0.934603,OOD,1
AA-only (before retrain),370,AAM_mineral_rich,OOD,0.971134,OOD,1
AA-only (before retrain),371,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),372,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),373,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),374,AAM_mineral_rich,OOD,0.946035,OOD,1
AA-only (before retrain),375,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),376,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),377,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),378,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),379,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),380,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),381,AAM_mineral_rich,OOD,0.871977,OOD,1
AA-only (before retrain),382,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),383,AAM_mineral_rich,OOD,0.97191,OOD,1
AA-only (before retrain),384,AAM_mineral_rich,OOD,0.966774,OOD,1
AA-only (before retrain),385,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),386,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),387,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),388,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),389,AAM_mineral_rich,OOD,0.919497,OOD,1
AA-only (before retrain),390,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),391,AAM_mineral_rich,OOD,1.0,OOD,1
AA-only (before retrain),392,AAM_mineral_rich,OOD,0.950158,OOD,1
AA-only (before retrain),393,AAM_mineral_rich,OOD,1.0,OOD,1
